Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,EmployeeCount,EmployeeNumber,Over18,Batch_ID,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,MonthlyIncome,Attrition
38,983,8,Bachelor,High,Medium,1,High,9,11,Excellent,Very High,80,1,9,5,Best,0,1,1,Y,1,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,4720,No
34,817,1,College,Low,High,5,Medium,8,18,Excellent,Very High,80,0,6,3,Good,18,1,2,Y,1,Non-Travel,Human Resources,Marketing,Male,Research Scientist,Married,Yes,10655,Yes
38,979,25,Below College,High,Low,2,Very High,2,13,Excellent,Low,80,2,1,1,Best,16,1,3,Y,1,Travel_Rarely,Human Resources,Medical,Female,Research Director,Single,Yes,4578,No
37,1236,8,Bachelor,High,Medium,2,Low,9,19,Excellent,Very High,80,1,13,0,Better,16,1,4,Y,1,Travel_Rarely,Human Resources,Other,Female,Research Director,Divorced,No,11274,Yes
39,527,7,Doctor,Low,Medium,5,Low,2,15,Excellent,Low,80,0,6,6,Best,10,1,5,Y,1,Travel_Frequently,Sales,Marketing,Female,Research Scientist,Divorced,Yes,15318,Yes
31,166,5,Master,High,Low,3,Medium,2,21,Excellent,High,80,0,12,2,Best,3,1,6,Y,1,Travel_Rarely,Human Resources,Technical Degree,Female,Manufacturing Director,Divorced,No,9730,Yes
37,1062,24,College,Medium,Medium,1,Medium,2,11,Excellent,Low,80,0,15,0,Best,5,1,7,Y,1,Travel_Rarely,Human Resources,Medical,Female,Laboratory Technician,Divorced,Yes,14329,No
47,752,9,Below College,Medium,Low,3,Very High,3,15,Excellent,Medium,80,3,9,6,Bad,17,1,8,Y,1,Non-Travel,Research & Development,Life Sciences,Male,Manager,Divorced,Yes,6081,No
48,424,11,College,High,Low,2,High,6,14,Excellent,High,80,2,9,2,Good,6,1,9,Y,1,Travel_Frequently,Sales,Other,Male,Research Director,Married,No,8726,No
52,393,9,College,Medium,Low,1,Low,7,25,Excellent,Low,80,1,13,2,Good,3,1,10,Y,1,Travel_Rarely,Research & Development,Medical,Male,Manager,Single,Yes,12145,Yes
34,1136,19,Bachelor,Low,Very High,2,Very High,7,14,Outstanding,Medium,80,1,6,0,Good,15,1,11,Y,1,Travel_Frequently,Research & Development,Human Resources,Male,Manufacturing Director,Married,No,6977,Yes
35,1272,3,College,Medium,Low,1,Very High,6,11,Excellent,Very High,80,1,13,5,Best,2,1,12,Y,1,Non-Travel,Sales,Medical,Female,Human Resources,Divorced,No,2320,No
21,629,3,Bachelor,Very High,Medium,2,Medium,0,12,Good,Medium,80,3,0,3,Best,11,1,13,Y,1,Non-Travel,Human Resources,Medical,Female,Sales Executive,Single,No,12418,No
30,248,1,Below College,High,Medium,5,Medium,4,12,Excellent,High,80,2,6,0,Better,10,1,14,Y,1,Travel_Frequently,Research & Development,Other,Female,Manager,Married,Yes,6028,No
47,970,10,Below College,Very High,High,1,Low,3,16,Excellent,Medium,80,3,2,0,Better,11,1,15,Y,1,Travel_Rarely,Human Resources,Marketing,Male,Manufacturing Director,Single,Yes,5050,Yes
52,617,20,Bachelor,Low,Low,4,Low,0,22,Excellent,High,80,0,5,3,Good,11,1,16,Y,1,Travel_Rarely,Human Resources,Marketing,Female,Laboratory Technician,Married,No,5947,Yes
36,278,22,Bachelor,High,Medium,1,Medium,5,20,Outstanding,Very High,80,0,12,0,Best,7,1,17,Y,1,Travel_Frequently,Research & Development,Marketing,Male,Manufacturing Director,Married,Yes,16140,Yes
39,141,22,Below College,Low,High,1,High,4,12,Outstanding,Low,80,2,13,1,Bad,6,1,18,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Research Director,Single,No,12518,No
35,520,14,Bachelor,Very High,Medium,1,High,2,15,Good,Medium,80,0,14,4,Good,4,1,19,Y,1,Travel_Rarely,Human Resources,Technical Degree,Female,Healthcare Representative,Divorced,Yes,3211,No
34,301,14,Bachelor,Very High,Medium,2,Very High,5,17,Outstanding,High,80,2,19,1,Better,7,1,20,Y,1,Non-Travel,Human Resources,Human Resources,Female,Research Scientist,Divorced,Yes,9567,No
36,737,21,Master,Very High,Low,5,Very High,0,22,Excellent,Low,80,3,3,6,Best,6,1,21,Y,1,Travel_Rarely,Research & Development,Marketing,Male,Manufacturing Director,Married,Yes,8758,No
